StartNode,EndNodeID,ContactWay
5448,10311,groupmessage
5448,10312,groupmessage
5448,10313,groupmessage
5448,10315,groupmessage
4517,10329,groupmessage
4517,10357,groupmessage
10383,10384,groupmessage
8905,10387,groupmessage
11120,10422,groupmessage
126,10427,groupmessage
2445,10436,groupmessage
2788,10473,groupmessage
6699,10525,groupmessage
240,10531,groupmessage
6849,10535,groupmessage
7895,10537,groupmessage
138,10557,groupmessage
2576,10569,groupmessage
2192,10606,groupmessage
10626,10627,groupmessage
188,10669,groupmessage
6699,10672,groupmessage
638,10689,groupmessage
188,10720,groupmessage
229,10742,groupmessage
240,10747,groupmessage
188,10767,groupmessage
10791,10792,groupmessage
10632,10803,groupmessage
355,10836,groupmessage
69,10878,groupmessage
1827,10881,groupmessage
188,10891,groupmessage
3571,10897,groupmessage
4517,10924,groupmessage
1073,10925,groupmessage
9963,10931,groupmessage
240,10945,groupmessage
3413,10948,groupmessage
10032,10949,groupmessage
10383,10965,groupmessage
10383,10970,groupmessage
3811,10976,groupmessage
10977,10978,groupmessage
2023,11009,groupmessage
9901,11013,groupmessage
2263,11015,groupmessage
11034,11035,groupmessage
1073,11042,groupmessage
4597,11047,groupmessage
9901,11068,groupmessage
2255,11087,groupmessage
11089,11090,groupmessage
4054,11099,groupmessage
903,11104,groupmessage
11089,11106,groupmessage
9900,11110,groupmessage
3571,11114,groupmessage
2255,11127,groupmessage
11145,11146,groupmessage
2255,11149,groupmessage
11151,11152,groupmessage
855,11160,groupmessage
11161,11162,groupmessage
8215,11166,groupmessage
1827,11171,groupmessage
9635,11172,groupmessage
11173,11174,groupmessage
92,11176,groupmessage
855,11177,groupmessage
240,11180,groupmessage
2263,11181,groupmessage
22,11182,groupmessage
1827,11183,groupmessage
2325,11184,groupmessage
855,11185,groupmessage
92,11196,groupmessage
10765,11203,groupmessage
11203,11204,groupmessage
4125,11214,groupmessage
4125,11252,groupmessage
11256,11257,groupmessage
7771,11282,groupmessage
4054,11290,groupmessage
903,11304,groupmessage
7671,11351,groupmessage
5484,11360,groupmessage
11368,11369,groupmessage
2192,11371,groupmessage
44,11403,groupmessage
11403,11404,groupmessage
903,11414,groupmessage
11151,11417,groupmessage
11425,11426,groupmessage
604,11429,groupmessage
92,11473,groupmessage
2395,11480,groupmessage
12867,11481,groupmessage
11490,11491,groupmessage
186,11493,groupmessage
128,11617,groupmessage
2023,11633,groupmessage
1827,11637,groupmessage
11490,11642,groupmessage
11658,11659,groupmessage
3413,11671,groupmessage
4517,11704,groupmessage
11490,11711,groupmessage
11151,11715,groupmessage
11151,11718,groupmessage
11726,11727,groupmessage
4780,11735,groupmessage
11680,11762,groupmessage
3571,11765,groupmessage
6840,11795,groupmessage
10710,11800,groupmessage
12612,11802,groupmessage
1827,11804,groupmessage
11490,11810,groupmessage
11833,11834,groupmessage
188,11846,groupmessage
3571,11848,groupmessage
2576,11861,groupmessage
11425,11892,groupmessage
2263,11898,groupmessage
2325,11901,groupmessage
355,11911,groupmessage
22,11918,groupmessage
11161,11945,groupmessage
677,11965,groupmessage
4868,11969,groupmessage
1827,11970,groupmessage
6070,11971,groupmessage
11490,11972,groupmessage
11425,11980,groupmessage
1073,11985,groupmessage
5484,11993,groupmessage
355,11994,groupmessage
12001,12002,groupmessage
44,12065,groupmessage
6108,12069,groupmessage
188,12090,groupmessage
2576,12117,groupmessage
12121,12122,groupmessage
6699,12142,groupmessage
12147,12148,groupmessage
11658,12150,groupmessage
9710,12178,groupmessage
11658,12188,groupmessage
5484,12195,groupmessage
188,12204,groupmessage
7937,12207,groupmessage
2325,12226,groupmessage
604,12233,groupmessage
2192,12241,groupmessage
12241,12242,groupmessage
11658,12243,groupmessage
10425,12259,groupmessage
638,12295,groupmessage
2307,12300,groupmessage
6288,12304,groupmessage
3524,12307,groupmessage
7473,12324,groupmessage
3524,12346,groupmessage
2007,12364,groupmessage
640,12372,groupmessage
648,12418,groupmessage
11490,12423,groupmessage
2033,12442,groupmessage
188,12446,groupmessage
1929,12447,groupmessage
122,12449,groupmessage
22,12450,groupmessage
11490,12451,groupmessage
4597,12453,groupmessage
12453,12454,groupmessage
12456,12457,groupmessage
188,12458,groupmessage
10893,12459,groupmessage
11490,12461,groupmessage
92,12462,groupmessage
7116,12463,groupmessage
12469,12470,groupmessage
3524,12471,groupmessage
46,12473,groupmessage
6420,12474,groupmessage
2033,12476,groupmessage
3524,12478,groupmessage
3524,12479,groupmessage
3524,12480,groupmessage
3524,12482,groupmessage
3524,12485,groupmessage
2576,12486,groupmessage
9986,12487,groupmessage
7116,12488,groupmessage
3524,12489,groupmessage
3524,12493,groupmessage
22,12494,groupmessage
3524,12499,groupmessage
7116,12500,groupmessage
2033,12501,groupmessage
12506,12507,groupmessage
12511,12512,groupmessage
11203,12513,groupmessage
12514,12515,groupmessage
12511,12517,groupmessage
12518,12519,groupmessage
188,12521,groupmessage
229,12523,groupmessage
11203,12526,groupmessage
11203,12527,groupmessage
1096,12528,groupmessage
12001,12530,groupmessage
491,12534,groupmessage
11009,12535,groupmessage
7895,12537,groupmessage
11203,12538,groupmessage
12538,12539,groupmessage
903,12542,groupmessage
7895,12548,groupmessage
2023,12552,groupmessage
604,12554,groupmessage
12554,12555,groupmessage
12511,12556,groupmessage
903,12560,groupmessage
638,12561,groupmessage
1589,12562,groupmessage
903,12567,groupmessage
2023,12568,groupmessage
4680,12569,groupmessage
8675,12570,groupmessage
648,12572,groupmessage
355,12573,groupmessage
4222,12577,groupmessage
12578,12579,groupmessage
2255,12581,groupmessage
8675,12582,groupmessage
188,12586,groupmessage
2023,12588,groupmessage
5484,12592,groupmessage
2023,12593,groupmessage
2409,12594,groupmessage
2023,12598,groupmessage
52,12599,groupmessage
10893,12600,groupmessage
3768,12601,groupmessage
12117,12608,groupmessage
2023,12611,groupmessage
903,12612,groupmessage
7671,12613,groupmessage
2033,12614,groupmessage
903,12617,groupmessage
12618,12619,groupmessage
12622,12623,groupmessage
2023,12628,groupmessage
2033,12629,groupmessage
8304,12631,groupmessage
12632,12633,groupmessage
12456,12634,groupmessage
10257,12635,groupmessage
9300,12638,groupmessage
2276,12640,groupmessage
2362,12643,groupmessage
12646,12647,groupmessage
7695,12648,groupmessage
2276,12650,groupmessage
2255,12651,groupmessage
8731,12652,groupmessage
1827,12653,groupmessage
12654,12655,groupmessage
7671,12670,groupmessage
12511,12677,groupmessage
604,12680,groupmessage
12511,12682,groupmessage
903,12683,groupmessage
7671,12684,groupmessage
10893,12685,groupmessage
2255,12689,groupmessage
2362,12692,groupmessage
2576,12695,groupmessage
903,12696,groupmessage
7671,12697,groupmessage
7671,12699,groupmessage
12700,12701,groupmessage
12612,12704,groupmessage
2033,12705,groupmessage
10893,12706,groupmessage
2255,12707,groupmessage
11588,12713,groupmessage
10425,12714,groupmessage
12714,12715,groupmessage
3288,12716,groupmessage
7729,12717,groupmessage
2255,12718,groupmessage
12700,12719,groupmessage
92,12720,groupmessage
12117,12721,groupmessage
2576,12722,groupmessage
2033,12724,groupmessage
12578,12725,groupmessage
12727,12728,groupmessage
7729,12729,groupmessage
12632,12730,groupmessage
10893,12731,groupmessage
10893,12732,groupmessage
188,12733,groupmessage
12734,12735,groupmessage
1841,12737,groupmessage
12737,12738,groupmessage
7771,12739,groupmessage
903,12740,groupmessage
12700,12741,groupmessage
12142,12742,groupmessage
2576,12748,groupmessage
92,12749,groupmessage
92,12750,groupmessage
604,12751,groupmessage
12754,12755,groupmessage
4938,12756,groupmessage
112,12758,groupmessage
12241,12759,groupmessage
2576,12760,groupmessage
12761,12762,groupmessage
2576,12763,groupmessage
12263,12764,groupmessage
12754,12765,groupmessage
12802,12769,groupmessage
193,12770,groupmessage
9758,12771,groupmessage
193,12772,groupmessage
92,12773,groupmessage
2033,12774,groupmessage
648,12775,groupmessage
2576,12776,groupmessage
12777,12778,groupmessage
903,12779,groupmessage
11035,12781,groupmessage
2263,12782,groupmessage
903,12783,groupmessage
5484,12784,groupmessage
8675,12785,groupmessage
188,12787,groupmessage
12788,12789,groupmessage
903,12790,groupmessage
193,12791,groupmessage
903,12794,groupmessage
903,12798,groupmessage
903,12799,groupmessage
1226,12800,groupmessage
12001,12807,groupmessage
22,12808,groupmessage
7771,12809,groupmessage
8675,12810,groupmessage
4778,12812,groupmessage
1224,12816,groupmessage
903,12817,groupmessage
12818,12819,groupmessage
903,12821,groupmessage
604,12823,groupmessage
903,12824,groupmessage
10051,12825,groupmessage
8227,12827,groupmessage
188,12830,groupmessage
604,12837,groupmessage
12761,12838,groupmessage
10051,12839,groupmessage
3053,12840,groupmessage
8675,12842,groupmessage
12818,12846,groupmessage
903,12848,groupmessage
903,12849,groupmessage
69,12850,groupmessage
12850,12851,groupmessage
903,12852,groupmessage
8304,12853,groupmessage
12854,12855,groupmessage
13872,12858,groupmessage
12858,12859,groupmessage
12860,12861,groupmessage
10051,12864,groupmessage
22,12872,groupmessage
12818,12873,groupmessage
12860,12874,groupmessage
7886,12877,groupmessage
12001,12878,groupmessage
4778,12881,groupmessage
12867,12882,groupmessage
8675,12883,groupmessage
2325,12884,groupmessage
2033,12885,groupmessage
903,12888,groupmessage
22,12890,groupmessage
12891,12892,groupmessage
384,12895,groupmessage
10051,12899,groupmessage
903,12902,groupmessage
604,12904,groupmessage
92,12909,groupmessage
92,12911,groupmessage
22,12913,groupmessage
92,12915,groupmessage
12916,12917,groupmessage
12001,12918,groupmessage
12850,12919,groupmessage
12920,12921,groupmessage
186,12925,groupmessage
229,12926,groupmessage
229,12928,groupmessage
92,12929,groupmessage
9255,12934,groupmessage
8675,12937,groupmessage
12321,12939,groupmessage
188,12940,groupmessage
5484,12945,groupmessage
6699,12947,groupmessage
255,12949,groupmessage
11590,12950,groupmessage
2263,12952,groupmessage
10977,12954,groupmessage
11590,12956,groupmessage
12622,12957,groupmessage
92,12958,groupmessage
11662,12959,groupmessage
7297,12965,groupmessage
240,12967,groupmessage
2475,12970,groupmessage
1841,12971,groupmessage
12963,12972,groupmessage
2181,12973,groupmessage
188,12979,groupmessage
1841,12985,groupmessage
124,12986,groupmessage
2263,12991,groupmessage
3963,12994,groupmessage
12,12995,groupmessage
10051,12997,groupmessage
8499,12998,groupmessage
3963,13000,groupmessage
1753,13003,groupmessage
1841,13004,groupmessage
12850,13007,groupmessage
7671,13010,groupmessage
384,13013,groupmessage
12850,13014,groupmessage
14749,13017,groupmessage
9963,13024,groupmessage
138,13025,groupmessage
8675,13027,groupmessage
648,13029,groupmessage
13033,13034,groupmessage
12850,13035,groupmessage
8675,13036,groupmessage
186,13041,groupmessage
1020,13045,groupmessage
6840,13046,groupmessage
2255,13048,groupmessage
188,13049,groupmessage
7671,13056,groupmessage
188,13061,groupmessage
188,13062,groupmessage
6840,13063,groupmessage
7671,13066,groupmessage
188,13067,groupmessage
188,13069,groupmessage
92,13070,groupmessage
7671,13072,groupmessage
188,13075,groupmessage
7671,13076,groupmessage
7671,13078,groupmessage
7671,13082,groupmessage
7671,13084,groupmessage
12065,13085,groupmessage
8956,13090,groupmessage
4699,13092,groupmessage
10172,13093,groupmessage
188,13094,groupmessage
2567,13097,groupmessage
126,13098,groupmessage
92,13099,groupmessage
5166,13100,groupmessage
188,13101,groupmessage
188,13102,groupmessage
188,13104,groupmessage
6826,13105,groupmessage
1753,13106,groupmessage
188,13107,groupmessage
188,13110,groupmessage
12754,13115,groupmessage
1827,13116,groupmessage
1753,13117,groupmessage
1753,13118,groupmessage
188,13119,groupmessage
188,13121,groupmessage
1753,13123,groupmessage
1753,13124,groupmessage
383,13127,groupmessage
1753,13128,groupmessage
1500,13129,groupmessage
1753,13131,groupmessage
648,13134,groupmessage
2263,13135,groupmessage
13136,13137,groupmessage
9710,13138,groupmessage
4868,13147,groupmessage
648,13148,groupmessage
1753,13149,groupmessage
126,13151,groupmessage
4054,13152,groupmessage
2433,13153,groupmessage
10632,13154,groupmessage
90,13157,groupmessage
1827,13159,groupmessage
330,13160,groupmessage
2465,13161,groupmessage
240,13163,groupmessage
6420,13168,groupmessage
126,13171,groupmessage
9710,13175,groupmessage
12065,13176,groupmessage
2325,13177,groupmessage
13154,13178,groupmessage
8425,13179,groupmessage
1851,13183,groupmessage
12321,13185,groupmessage
13188,13189,groupmessage
1851,13193,groupmessage
12646,13203,groupmessage
5484,13204,groupmessage
5484,13205,groupmessage
5484,13206,groupmessage
229,13208,groupmessage
5484,13210,groupmessage
13204,13212,groupmessage
9710,13223,groupmessage
431,13225,groupmessage
12646,13232,groupmessage
4699,13234,groupmessage
13237,13238,groupmessage
9710,13239,groupmessage
3929,13240,groupmessage
13242,13243,groupmessage
4699,13244,groupmessage
13246,13247,groupmessage
2465,13248,groupmessage
11145,13249,groupmessage
648,13254,groupmessage
11425,13258,groupmessage
13246,13259,groupmessage
1827,13260,groupmessage
1827,13263,groupmessage
5484,13267,groupmessage
648,13268,groupmessage
10694,13271,groupmessage
648,13272,groupmessage
2433,13273,groupmessage
3413,13274,groupmessage
12152,13275,groupmessage
10694,13280,groupmessage
4699,13281,groupmessage
4663,13283,groupmessage
4699,13285,groupmessage
4663,13286,groupmessage
124,13292,groupmessage
156,13293,groupmessage
12321,13297,groupmessage
5484,13298,groupmessage
431,13299,groupmessage
5484,13300,groupmessage
13301,13302,groupmessage
2325,13303,groupmessage
13301,13304,groupmessage
355,13306,groupmessage
11368,13308,groupmessage
2325,13309,groupmessage
12321,13310,groupmessage
604,13317,groupmessage
13320,13321,groupmessage
2325,13323,groupmessage
2325,13325,groupmessage
2325,13326,groupmessage
12259,13328,groupmessage
260,13329,groupmessage
2325,13334,groupmessage
2325,13339,groupmessage
13342,13343,groupmessage
2325,13346,groupmessage
604,13347,groupmessage
8327,13348,groupmessage
604,13349,groupmessage
4938,13350,groupmessage
2325,13351,groupmessage
1796,13356,groupmessage
2083,13357,groupmessage
604,13359,groupmessage
4054,13360,groupmessage
4938,13363,groupmessage
229,13369,groupmessage
13160,13370,groupmessage
13370,13371,groupmessage
355,13375,groupmessage
1077,13377,groupmessage
355,13378,groupmessage
1796,13379,groupmessage
12714,13381,groupmessage
240,13382,groupmessage
1078,13383,groupmessage
1078,13386,groupmessage
1078,13388,groupmessage
1078,13391,groupmessage
240,13392,groupmessage
6288,13395,groupmessage
638,13396,groupmessage
4054,13398,groupmessage
2433,13399,groupmessage
6288,13401,groupmessage
7028,13404,groupmessage
638,13405,groupmessage
1796,13406,groupmessage
6761,13407,groupmessage
638,13411,groupmessage
638,13412,groupmessage
638,13413,groupmessage
255,13414,groupmessage
638,13415,groupmessage
8327,13418,groupmessage
638,13420,groupmessage
46,13421,groupmessage
3929,13424,groupmessage
138,13426,groupmessage
240,13427,groupmessage
240,13429,groupmessage
4125,13430,groupmessage
255,13431,groupmessage
4680,13433,groupmessage
355,13435,groupmessage
3053,13438,groupmessage
1796,13439,groupmessage
12065,13444,groupmessage
10172,13445,groupmessage
638,13448,groupmessage
240,13449,groupmessage
12178,13450,groupmessage
13457,13458,groupmessage
638,13459,groupmessage
1796,13464,groupmessage
240,13465,groupmessage
240,13466,groupmessage
240,13467,groupmessage
3929,13468,groupmessage
431,13470,groupmessage
240,13471,groupmessage
638,13472,groupmessage
355,13474,groupmessage
3288,13477,groupmessage
355,13480,groupmessage
3929,13484,groupmessage
2192,13486,groupmessage
13487,13488,groupmessage
6849,13489,groupmessage
1796,13490,groupmessage
7473,13501,groupmessage
7028,13502,groupmessage
2502,13505,groupmessage
355,13513,groupmessage
2192,13515,groupmessage
6288,13517,groupmessage
126,13520,groupmessage
284,13524,groupmessage
4054,13525,groupmessage
1796,13528,groupmessage
1073,13529,groupmessage
7937,13531,groupmessage
10632,13533,groupmessage
13533,13534,groupmessage
355,13542,groupmessage
229,13544,groupmessage
1827,13547,groupmessage
1387,13551,groupmessage
1796,13552,groupmessage
11145,13554,groupmessage
384,13556,groupmessage
355,13557,groupmessage
229,13561,groupmessage
2307,13562,groupmessage
9758,13565,groupmessage
355,13569,groupmessage
355,13571,groupmessage
10172,13572,groupmessage
6288,13574,groupmessage
126,13577,groupmessage
3053,13579,groupmessage
188,13580,groupmessage
12788,13581,groupmessage
5205,13586,groupmessage
9755,13588,groupmessage
2192,13589,groupmessage
10632,13595,groupmessage
355,13596,groupmessage
4054,13597,groupmessage
2263,13598,groupmessage
6288,13599,groupmessage
255,13600,groupmessage
4125,13602,groupmessage
431,13607,groupmessage
12469,13608,groupmessage
9179,13609,groupmessage
7473,13610,groupmessage
3053,13613,groupmessage
648,13614,groupmessage
7889,13615,groupmessage
1443,13618,groupmessage
7889,13620,groupmessage
20,13621,groupmessage
1827,13622,groupmessage
855,13625,groupmessage
11309,13626,groupmessage
7889,13630,groupmessage
1246,13631,groupmessage
5135,13632,groupmessage
12644,13633,groupmessage
13538,13635,groupmessage
13635,13636,groupmessage
2465,13637,groupmessage
8286,13640,groupmessage
604,13642,groupmessage
5205,13644,groupmessage
4597,13646,groupmessage
3405,13648,groupmessage
6566,13649,groupmessage
5690,13652,groupmessage
436,13653,groupmessage
13654,13655,groupmessage
12644,13656,groupmessage
9329,13657,groupmessage
11161,13663,groupmessage
9710,13668,groupmessage
46,13669,groupmessage
355,13673,groupmessage
6699,13674,groupmessage
1666,13678,groupmessage
6895,13682,groupmessage
9710,13683,groupmessage
9748,13685,groupmessage
12469,13687,groupmessage
2194,13694,groupmessage
5089,13697,groupmessage
8286,13700,groupmessage
4054,13701,groupmessage
431,13704,groupmessage
13705,13706,groupmessage
4054,13708,groupmessage
2465,13709,groupmessage
1796,13710,groupmessage
2192,13711,groupmessage
13274,13712,groupmessage
7695,13715,groupmessage
1796,13716,groupmessage
1827,13717,groupmessage
11161,13718,groupmessage
11161,13719,groupmessage
1827,13720,groupmessage
1796,13721,groupmessage
1827,13722,groupmessage
4663,13725,groupmessage
1827,13726,groupmessage
4597,13727,groupmessage
13731,13732,groupmessage
5251,13733,groupmessage
3413,13736,groupmessage
13736,13737,groupmessage
5448,13740,groupmessage
1827,13741,groupmessage
1827,13742,groupmessage
2192,13743,groupmessage
12147,13744,groupmessage
13746,13747,groupmessage
1827,13749,groupmessage
1827,13752,groupmessage
355,13757,groupmessage
46,13761,groupmessage
126,13765,groupmessage
11588,13766,groupmessage
4826,13767,groupmessage
8905,13772,groupmessage
1827,13777,groupmessage
4780,13778,groupmessage
1796,13780,groupmessage
10425,13782,groupmessage
7695,13784,groupmessage
13786,13787,groupmessage
901,13789,groupmessage
1827,13792,groupmessage
13635,13793,groupmessage
4125,13795,groupmessage
1827,13799,groupmessage
5250,13800,groupmessage
9710,13801,groupmessage
13736,13803,groupmessage
12469,13808,groupmessage
3053,13811,groupmessage
13812,13813,groupmessage
11161,13814,groupmessage
8905,13816,groupmessage
1827,13817,groupmessage
7473,13820,groupmessage
11161,13821,groupmessage
11161,13822,groupmessage
12860,13823,groupmessage
1788,13824,groupmessage
11833,13825,groupmessage
126,13826,groupmessage
1827,13830,groupmessage
1827,13835,groupmessage
13755,13836,groupmessage
355,13837,groupmessage
3693,13838,groupmessage
4699,13839,groupmessage
1827,13842,groupmessage
12860,13845,groupmessage
1827,13846,groupmessage
8905,13847,groupmessage
10710,13848,groupmessage
12469,13849,groupmessage
10032,13852,groupmessage
2272,13854,groupmessage
1827,13859,groupmessage
11145,13862,groupmessage
1827,13867,groupmessage
4054,13874,groupmessage
2255,13877,groupmessage
10692,13879,groupmessage
2255,13883,groupmessage
13755,13888,groupmessage
3693,13889,groupmessage
5300,13893,groupmessage
1827,13896,groupmessage
1827,13899,groupmessage
7695,13902,groupmessage
6070,13906,groupmessage
2433,13907,groupmessage
7473,13908,groupmessage
11939,13910,groupmessage
6699,13911,groupmessage
2221,13912,groupmessage
6895,13914,groupmessage
1827,13918,groupmessage
1827,13919,groupmessage
13731,13922,groupmessage
2483,13923,groupmessage
1827,13927,groupmessage
1827,13934,groupmessage
1827,13938,groupmessage
1827,13940,groupmessage
3693,13943,groupmessage
1827,13944,groupmessage
13736,13947,groupmessage
6816,13949,groupmessage
11145,13953,groupmessage
4125,13954,groupmessage
4780,13955,groupmessage
13956,13957,groupmessage
1827,13958,groupmessage
7473,13959,groupmessage
90,13965,groupmessage
1827,13969,groupmessage
1827,13972,groupmessage
2192,13975,groupmessage
1073,13977,groupmessage
1739,13983,groupmessage
4125,13984,groupmessage
355,13987,groupmessage
3693,13989,groupmessage
3693,13993,groupmessage
13635,13995,groupmessage
7897,13997,groupmessage
11145,14000,groupmessage
255,14004,groupmessage
8962,14007,groupmessage
7937,14009,groupmessage
12788,14014,groupmessage
55,14017,groupmessage
22,14021,groupmessage
12469,14023,groupmessage
14026,14027,groupmessage
9255,14028,groupmessage
14033,14034,groupmessage
11145,14035,groupmessage
2192,14039,groupmessage
14040,14041,groupmessage
3811,14045,groupmessage
6895,14049,groupmessage
14040,14050,groupmessage
7897,14051,groupmessage
2307,14052,groupmessage
2272,14054,groupmessage
12644,14055,groupmessage
6895,14056,groupmessage
3811,14060,groupmessage
4780,14062,groupmessage
9179,14065,groupmessage
9758,14067,groupmessage
4464,14069,groupmessage
951,14080,groupmessage
11429,14081,groupmessage
11747,14083,groupmessage
14084,14085,groupmessage
9327,14087,groupmessage
52,14091,groupmessage
6895,14094,groupmessage
4054,14097,groupmessage
6699,14098,groupmessage
355,14100,groupmessage
355,14102,groupmessage
4597,14103,groupmessage
9179,14104,groupmessage
648,14105,groupmessage
2192,14106,groupmessage
6895,14107,groupmessage
2263,14112,groupmessage
2263,14116,groupmessage
6699,14117,groupmessage
7028,14119,groupmessage
7695,14120,groupmessage
561,14121,groupmessage
604,14122,groupmessage
9755,14123,groupmessage
9179,14127,groupmessage
90,14130,groupmessage
14131,14132,groupmessage
9755,14133,groupmessage
3288,14134,groupmessage
128,14141,groupmessage
255,14142,groupmessage
255,14143,groupmessage
1073,14144,groupmessage
4054,14145,groupmessage
255,14148,groupmessage
2272,14151,groupmessage
11757,14153,groupmessage
1073,14154,groupmessage
229,14155,groupmessage
4054,14160,groupmessage
9991,14167,groupmessage
2263,14168,groupmessage
13705,14170,groupmessage
2192,14173,groupmessage
2263,14178,groupmessage
4868,14179,groupmessage
255,14181,groupmessage
1073,14183,groupmessage
1020,14185,groupmessage
355,14186,groupmessage
355,14187,groupmessage
2307,14194,groupmessage
2192,14195,groupmessage
229,14196,groupmessage
14197,14198,groupmessage
3707,14199,groupmessage
2272,14201,groupmessage
4054,14203,groupmessage
604,14205,groupmessage
10632,14208,groupmessage
2395,14221,groupmessage
7065,14222,groupmessage
22,14229,groupmessage
2395,14234,groupmessage
6830,14237,groupmessage
9255,14238,groupmessage
12469,14241,groupmessage
355,14242,groupmessage
52,14243,groupmessage
28,14245,groupmessage
11368,14246,groupmessage
7520,14248,groupmessage
240,14252,groupmessage
255,14255,groupmessage
6108,14256,groupmessage
126,14257,groupmessage
604,14258,groupmessage
4938,14262,groupmessage
10692,14265,groupmessage
4780,14266,groupmessage
1827,14271,groupmessage
6699,14272,groupmessage
3571,14276,groupmessage
2307,14279,groupmessage
9710,14280,groupmessage
9758,14281,groupmessage
2788,14284,groupmessage
4285,14285,groupmessage
6699,14287,groupmessage
1020,14291,groupmessage
7695,14292,groupmessage
604,14293,groupmessage
9991,14294,groupmessage
4597,14296,groupmessage
6288,14297,groupmessage
604,14298,groupmessage
52,14299,groupmessage
9901,14302,groupmessage
640,14314,groupmessage
7520,14315,groupmessage
10632,14319,groupmessage
4054,14322,groupmessage
640,14323,groupmessage
903,14326,groupmessage
640,14328,groupmessage
640,14330,groupmessage
640,14332,groupmessage
14334,14335,groupmessage
640,14336,groupmessage
12754,14337,groupmessage
640,14338,groupmessage
14341,14342,groupmessage
1663,14345,groupmessage
6830,14346,groupmessage
12754,14347,groupmessage
901,14348,groupmessage
11726,14349,groupmessage
11726,14350,groupmessage
5448,14351,groupmessage
14352,14353,groupmessage
11726,14355,groupmessage
9755,14356,groupmessage
3693,14357,groupmessage
677,14359,groupmessage
2255,14363,groupmessage
11726,14364,groupmessage
11726,14366,groupmessage
9179,14368,groupmessage
11726,14372,groupmessage
12754,14373,groupmessage
3693,14375,groupmessage
5448,14379,groupmessage
677,14381,groupmessage
92,14382,groupmessage
3693,14383,groupmessage
5448,14384,groupmessage
11726,14386,groupmessage
1753,14387,groupmessage
11726,14391,groupmessage
8,14392,groupmessage
3693,14397,groupmessage
2263,14398,groupmessage
5448,14399,groupmessage
677,14400,groupmessage
11726,14402,groupmessage
2272,14404,groupmessage
677,14408,groupmessage
3693,14412,groupmessage
5448,14417,groupmessage
5448,14419,groupmessage
5448,14420,groupmessage
3693,14421,groupmessage
3707,14423,groupmessage
130,14428,groupmessage
6288,14432,groupmessage
5448,14436,groupmessage
4517,14440,groupmessage
901,14442,groupmessage
8,14444,groupmessage
901,14451,groupmessage
8,14452,groupmessage
5448,14453,groupmessage
3693,14454,groupmessage
8,14456,groupmessage
901,14459,groupmessage
355,14463,groupmessage
4517,14465,groupmessage
901,14466,groupmessage
229,14467,groupmessage
2272,14469,groupmessage
901,14471,groupmessage
901,14473,groupmessage
901,14476,groupmessage
4517,14477,groupmessage
901,14478,groupmessage
138,14479,groupmessage
4517,14482,groupmessage
901,14484,groupmessage
12259,14485,groupmessage
2788,14486,groupmessage
901,14491,groupmessage
355,14492,groupmessage
126,14493,groupmessage
901,14494,groupmessage
2502,14495,groupmessage
5089,14498,groupmessage
5089,14499,groupmessage
901,14501,groupmessage
901,14505,groupmessage
14506,14507,groupmessage
604,14510,groupmessage
14511,14512,groupmessage
14511,14515,groupmessage
901,14517,groupmessage
5089,14518,groupmessage
4938,14521,groupmessage
14511,14524,groupmessage
901,14525,groupmessage
855,14527,groupmessage
5089,14528,groupmessage
355,14532,groupmessage
2465,14533,groupmessage
2263,14534,groupmessage
6849,14535,groupmessage
6840,14536,groupmessage
10692,14537,groupmessage
7735,14539,groupmessage
6108,14542,groupmessage
8742,14544,groupmessage
7735,14547,groupmessage
12952,14548,groupmessage
901,14549,groupmessage
7735,14550,groupmessage
14552,14553,groupmessage
5089,14557,groupmessage
855,14560,groupmessage
2263,14561,groupmessage
6566,14562,groupmessage
12952,14564,groupmessage
12952,14565,groupmessage
4054,14566,groupmessage
5089,14569,groupmessage
8742,14570,groupmessage
12952,14572,groupmessage
6849,14573,groupmessage
12952,14574,groupmessage
2788,14576,groupmessage
4868,14580,groupmessage
855,14583,groupmessage
6108,14585,groupmessage
8742,14589,groupmessage
4868,14590,groupmessage
14591,14592,groupmessage
12952,14594,groupmessage
2263,14600,groupmessage
4778,14601,groupmessage
355,14602,groupmessage
5089,14604,groupmessage
10791,14605,groupmessage
5135,14607,groupmessage
6849,14609,groupmessage
2788,14610,groupmessage
6849,14612,groupmessage
4868,14613,groupmessage
229,14617,groupmessage
6849,14619,groupmessage
14591,14621,groupmessage
9755,14623,groupmessage
9129,14624,groupmessage
10632,14629,groupmessage
2263,14633,groupmessage
2192,14636,groupmessage
6849,14638,groupmessage
604,14639,groupmessage
4054,14643,groupmessage
4868,14644,groupmessage
3571,14647,groupmessage
2263,14648,groupmessage
8742,14650,groupmessage
14591,14651,groupmessage
6849,14652,groupmessage
14653,14654,groupmessage
5089,14655,groupmessage
4868,14657,groupmessage
14662,14663,groupmessage
2263,14664,groupmessage
11368,14666,groupmessage
3571,14671,groupmessage
2788,14672,groupmessage
8742,14674,groupmessage
855,14675,groupmessage
4054,14676,groupmessage
3571,14678,groupmessage
14683,14684,groupmessage
3571,14685,groupmessage
14688,14689,groupmessage
5089,14690,groupmessage
10712,14698,groupmessage
12121,14699,groupmessage
8742,14700,groupmessage
52,14702,groupmessage
5089,14703,groupmessage
14707,14708,groupmessage
11089,14710,groupmessage
6849,14712,groupmessage
12121,14713,groupmessage
14084,14716,groupmessage
604,14720,groupmessage
